No.,銘柄,ティッカー,セクター,終値,シグナル確率,判定,テクニカル,ファンダ,RSI,MACD判定,推奨保有,保有理由
63,千葉銀行,8331.T,銀行業,2326.0,0.3913053731587682,-,+2 (やや強い),-,57.75729325779147,下落止まりつつある,中期(10日),上昇トレンド継続中、勢いに乗る
64,ディスコ,6146.T,電気機器,65090.0,0.39119185468434636,-,-5 (弱い),-,43.49883134884904,下落の勢い加速,中期(10日),中期的な値動きを見極める
65,三菱電機,6503.T,電気機器,6558.0,0.3903675357741494,-,+5 (強い),-,60.669645532562875,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
66,高島屋,8233.T,小売業,1993.0,0.3902337690660963,-,+4 (強い),-,58.85566371545265,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
67,ニコン,7731.T,精密機器,1844.5,0.39013980392825603,-,-2 (やや弱い),-,42.79060755249171,下落の勢い加速,中期(10日),中期的な値動きを見極める
68,KOKUSAI ELECTRIC,6525.T,電気機器,8211.0,0.38850820690333326,-,+4 (強い),-,65.24982429348333,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
69,ローツェ,6323.T,機械,3933.0,0.3877572742666681,-,+1 (中立),-,56.71341417065622,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
70,SOMPOホールディングス,8630.T,保険業,5958.0,0.3876923794499001,-,-5 (弱い),-,51.69244467277722,下落の勢い加速,中期(10日),中期的な値動きを見極める
71,ひろぎんホールディングス,7337.T,銀行業,2017.5,0.3869429904646401,-,+1 (中立),-,54.689172138602295,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
72,リガク・ホールディングス,268A.T,精密機器,2807.0,0.386014076449094,-,-3 (やや弱い),-,56.76448328512843,下落の勢い加速,中期(10日),中期的な値動きを見極める
73,アストロスケールホールディングス,186A.T,サービス業,2739.0,0.3847497179220288,-,+5 (強い),-,73.6935625655592,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
74,レーザーテック,6920.T,電気機器,40130.0,0.3843653897919036,-,+1 (中立),-,49.22193754315293,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
75,OSG,6136.T,機械,3425.0,0.3843089496631116,-,+2 (やや強い),-,60.43829641144973,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
76,シンフォニアテクノロジー,6507.T,電気機器,13750.0,0.3842803748383853,-,-3 (やや弱い),-,47.52753844361714,下落の勢い加速,中期(10日),中期的な値動きを見極める
77,竹内製作所,6432.T,機械,6810.0,0.3838268094095545,-,-4 (弱い),-,46.59338296090658,下落の勢い加速,中期(10日),中期的な値動きを見極める
78,テルモ,4543.T,精密機器,2401.0,0.3835570718179459,-,+5 (強い),-,69.55074852380946,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
79,ベイカレント・コンサルティング,6532.T,サービス業,5616.0,0.38329205065082467,-,+5 (強い),-,55.238407123921924,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
80,リンテック,7966.T,その他製品,5750.0,0.38287472019324037,-,+4 (強い),-,68.40221034504012,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
81,アルフレッサ ホールディングス,2784.T,卸売業,2235.0,0.3828150805057498,-,-3 (やや弱い),-,42.5023601857104,下落の勢い加速,中期(10日),中期的な値動きを見極める
82,百五銀行,8368.T,銀行業,1906.0,0.3818574897441877,-,+1 (中立),-,54.063275824685896,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
83,大林組,1802.T,建設業,3245.0,0.3813440133255671,-,-5 (弱い),-,37.479699609462834,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
84,東宝,9602.T,情報・通信業,1229.0,0.3808187908364984,-,-2 (やや弱い),-,27.350272809131653,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
85,静岡フィナンシャルグループ,5831.T,銀行業,2871.0,0.37988538754215856,-,+1 (中立),-,50.338890419899045,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
86,日本碍子,5333.T,ガラス・土石製品,6316.0,0.3795767419513087,-,+5 (強い),-,73.71809062292455,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
87,めぶきフィナンシャルグループ,7167.T,銀行業,1329.5,0.3780206296833688,-,+1 (中立),-,46.870771531738576,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
88,扶桑化学工業,4368.T,化学,4275.0,0.3778963602940968,-,+6 (強い),-,61.79111157356771,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
89,日揮ホールディングス,1963.T,建設業,2728.5,0.3774074332373377,-,+5 (強い),-,57.989074277079446,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
90,スズキ,7269.T,輸送機器,1973.5,0.37650482511906874,-,+4 (強い),-,61.93936597975691,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
91,日産化学,4021.T,化学,7509.0,0.3764995074306877,-,+5 (強い),-,70.36023316535956,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
92,きんでん,1944.T,建設業,7179.0,0.3751847808338171,-,-3 (やや弱い),-,46.982562711092854,下落の勢い加速,中期(10日),中期的な値動きを見極める
93,コナミグループ,9766.T,情報・通信業,18930.0,0.3750774862935971,-,-5 (弱い),-,44.77513600422202,下落の勢い加速,中期(10日),中期的な値動きを見極める
94,SWCC,5805.T,非鉄金属,14840.0,0.37473530563414936,-,-3 (やや弱い),-,50.19177478938461,下落の勢い加速,中期(10日),中期的な値動きを見極める
95,MS&ADインシュアランスグループホールディングス,8725.T,保険業,4287.0,0.3746536969105801,-,+2 (やや強い),-,54.74532572329247,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
96,王子ホールディングス,3861.T,パルプ・紙,782.2,0.37438385092878973,-,-3 (やや弱い),-,36.68278374895247,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
97,三機工業,1961.T,建設業,2316.0,0.3743150322668458,-,-4 (弱い),-,46.29268208864439,下落の勢い加速,中期(10日),中期的な値動きを見極める
98,三井不動産,8801.T,不動産業,1530.5,0.3742454293649674,-,-1 (中立),-,40.335774990363085,上昇の勢い加速,中期(10日),中期的な値動きを見極める
99,沖縄セルラー電話,9436.T,情報・通信業,3550.0,0.3738087622200913,-,+5 (強い),-,56.09535012001716,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
100,ノジマ,7419.T,小売業,1433.0,0.3737846206301546,-,+4 (強い),-,65.49253223150717,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
101,ADEKA,4401.T,化学,4292.0,0.37376246486843384,-,+6 (強い),-,59.2707530925666,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
102,京葉銀行,8544.T,銀行業,2581.0,0.37348768042410874,-,+4 (強い),-,70.98295571771511,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
103,SUMCO,3436.T,電気機器,3994.0,0.3733925099283673,-,+5 (強い),-,74.22620649345396,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
104,スルガ銀行,8358.T,銀行業,2317.0,0.37242946785806585,-,+1 (中立),-,53.32886480869464,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
105,日産自動車,7201.T,輸送機器,396.8,0.3720824515305062,-,+4 (強い),-,66.51817919963459,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
106,OKI,6703.T,電気機器,3545.0,0.3717787198138195,-,+5 (強い),-,62.72584264215286,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
107,ニフコ,7988.T,その他製品,4520.0,0.3711739139413732,-,-2 (やや弱い),-,54.00223761763399,上昇の勢い加速,中期(10日),中期的な値動きを見極める
108,NTT,9432.T,情報・通信業,149.5,0.3710582071428414,-,-4 (弱い),-,41.972377646870875,下落止まりつつある,中期(10日),中期的な値動きを見極める
109,野村不動産ホールディングス,3231.T,不動産業,909.6,0.3709201863230232,-,-3 (やや弱い),-,34.84028506936099,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
110,横浜ゴム,5101.T,ゴム製品,7179.0,0.3702670815691681,-,+4 (強い),-,63.264199976081755,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
111,TBSホールディングス,9401.T,情報・通信業,5809.0,0.37013522378663455,-,+1 (中立),-,50.48524496126169,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
112,TOPPANホールディングス,7911.T,その他製品,4562.0,0.37003116220245846,-,-4 (弱い),-,45.598942438454195,下落の勢い加速,中期(10日),中期的な値動きを見極める
113,豊田通商,8015.T,卸売業,6930.0,0.36892259496547575,-,-3 (やや弱い),-,53.60248344044914,下落の勢い加速,中期(10日),中期的な値動きを見極める
114,小松製作所,6301.T,機械,6577.0,0.36872628235803784,-,-1 (中立),-,51.60706997388944,上昇の勢い加速,中期(10日),中期的な値動きを見極める
115,カドカワ,9468.T,情報・通信業,3190.0,0.3683230190148472,-,-4 (弱い),-,36.83774502674277,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
116,トレンドマイクロ,4704.T,情報・通信業,6010.0,0.367601818541177,-,+5 (強い),-,55.18183819888556,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
117,大同特殊鋼,5471.T,鉄鋼,2078.0,0.3671574812669945,-,+2 (やや強い),-,65.86094508548729,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
118,日本コンセントリクスホールディングス,9072.T,陸運業,5933.0,0.3669456044866235,-,+6 (強い),-,62.3809065881917,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
119,ダイキン工業,6367.T,電気機器,23285.0,0.3668244517746091,-,-3 (やや弱い),-,51.332464006801885,下落の勢い加速,中期(10日),中期的な値動きを見極める
120,スクウェア・エニックス・ホールディングス,9684.T,情報・通信業,2557.5,0.3664028538971282,-,+1 (中立),-,45.67711976291501,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
121,荏原製作所,6361.T,機械,5683.0,0.36597478214432194,-,+1 (中立),-,57.19780613128891,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
122,東京電力ホールディングス,9501.T,電力・ガス業,564.7,0.3655192486490635,-,-4 (弱い),-,43.12650433580228,下落の勢い加速,中期(10日),中期的な値動きを見極める
123,ENEOSホールディングス,5020.T,石油・石炭製品,1305.5,0.36510422324972386,-,-5 (弱い),-,45.305804853920705,下落の勢い加速,中期(10日),中期的な値動きを見極める
124,東京きらぼしフィナンシャルグループ,7173.T,銀行業,11500.0,0.3642375093246342,-,+2 (やや強い),-,54.506187004717916,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
125,京セラ,6971.T,電気機器,3483.0,0.36403752890204266,-,+4 (強い),-,83.94987299608383,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
126,スカパーJSATホールディングス,9412.T,情報・通信業,4470.0,0.36387726925620634,-,+5 (強い),-,69.05238992436796,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
127,東北電力,9506.T,電力・ガス業,1006.5,0.3633672881058232,-,-3 (やや弱い),-,35.31263262628768,下落止まりつつある,中期(10日),調整局面、回復を待ってリターン狙い
128,ビジョナル,4194.T,サービス業,7850.0,0.36270099876838036,-,+4 (強い),-,57.504675032887604,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
129,イビデン,4062.T,電気機器,23000.0,0.3625348868050814,-,+3 (やや強い),-,78.96833908232627,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
130,ジーエス・ユアサ コーポレーション,6674.T,電気機器,6560.0,0.3620828980055879,-,+1 (中立),-,58.54729460804785,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
131,三菱ケミカルグループ,4188.T,化学,1147.0,0.36201103937915136,-,+5 (強い),-,72.02054210069586,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
132,三越伊勢丹ホールディングス,3099.T,小売業,3396.0,0.36148317230709115,-,+5 (強い),-,64.83984280939475,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
133,テクセンド,429A.T,情報・通信業,4595.0,0.3600839416728387,-,+1 (中立),-,58.2537136322277,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
134,北洋銀行,8524.T,銀行業,973.0,0.3592956457743632,-,-4 (弱い),-,45.01549155370156,下落の勢い加速,中期(10日),中期的な値動きを見極める
135,KDDI,9433.T,情報・通信業,2738.5,0.3588824795982704,-,+3 (やや強い),-,58.44197442637791,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
136,日本ハム,2282.T,食料品,6106.0,0.3581006010312915,-,+0 (中立),-,40.58987878940076,上昇の勢い加速,中期(10日),中期的な値動きを見極める
137,東京建物,8804.T,不動産業,3269.0,0.35791725470800584,-,+0 (中立),-,44.187152205493604,上昇の勢い加速,中期(10日),中期的な値動きを見極める
138,センコーグループホールディングス,9069.T,陸運業,1906.5,0.3575971879321832,-,-3 (やや弱い),-,47.79323759119733,下落の勢い加速,中期(10日),中期的な値動きを見極める
139,いよぎんホールディングス,5830.T,銀行業,3054.0,0.35739205170487137,-,-4 (弱い),-,46.59974580966998,下落の勢い加速,中期(10日),中期的な値動きを見極める
140,NEC,6701.T,電気機器,4103.0,0.35692386444869123,-,-6 (弱い),-,47.388263279834256,下落の勢い加速,中期(10日),中期的な値動きを見極める
141,日本取引所グループ,8697.T,証券・商品先物取引業,1951.0,0.35682207426361795,-,+2 (やや強い),-,56.74542566298721,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
142,清水建設,1803.T,建設業,2681.5,0.3563582053386156,-,-5 (弱い),-,44.47756733893318,下落の勢い加速,中期(10日),中期的な値動きを見極める
143,アステラス製薬,4503.T,医薬品,2283.0,0.35606247726808593,-,-4 (弱い),-,46.45935709637617,下落の勢い加速,中期(10日),中期的な値動きを見極める
144,芝浦メカトロニクス,6590.T,電気機器,5180.0,0.3557546234513504,-,+4 (強い),-,53.45581570140726,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
145,メルカリ,4385.T,サービス業,4239.0,0.3554656086754403,-,+0 (中立),-,58.85673878115525,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
146,かんぽ生命保険,7181.T,保険業,1429.5,0.3552793373987967,-,-3 (やや弱い),-,38.677354111517346,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
147,大阪ガス,9532.T,電力・ガス業,5361.0,0.3550829933748987,-,-2 (やや弱い),-,29.279634031826816,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
148,大和工業,5444.T,鉄鋼,11785.0,0.3548504702007636,-,-1 (中立),-,50.39100667683717,上昇の勢い加速,中期(10日),中期的な値動きを見極める
149,横河電機,6841.T,電気機器,5001.0,0.3546078499103658,-,-6 (弱い),-,46.76249584428373,下落の勢い加速,中期(10日),中期的な値動きを見極める
150,高砂熱学工業,1969.T,建設業,4729.0,0.3540895475525316,-,+3 (やや強い),-,58.34754130170936,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
151,伊藤忠商事,8001.T,卸売業,1935.5,0.35370930120973815,-,-3 (やや弱い),-,43.174942438703624,下落の勢い加速,中期(10日),中期的な値動きを見極める
152,資生堂,4911.T,化学,2810.5,0.35360278667523437,-,-4 (弱い),-,42.25502222417384,下落の勢い加速,中期(10日),中期的な値動きを見極める
153,東映,9605.T,情報・通信業,5900.0,0.3534166357562511,-,-4 (弱い),-,53.82286671910334,下落の勢い加速,中期(10日),中期的な値動きを見極める
154,三菱地所,8802.T,不動産業,4056.0,0.35335236466503106,-,-3 (やや弱い),-,39.3209295180037,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
155,山陰合同銀行,8381.T,銀行業,2063.0,0.35318590026595537,-,+5 (強い),-,62.7840273904438,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
156,日本郵船,9101.T,海運業,5313.0,0.3528796858605628,-,-4 (弱い),-,38.24019121640879,下落の勢い加速,中期(10日),調整局面、回復を待ってリターン狙い
157,TOYO TIRE,5105.T,ゴム製品,3791.0,0.3514379174075406,-,-1 (中立),-,51.49919508012518,上昇の勢い加速,中期(10日),中期的な値動きを見極める
158,TOTO,5332.T,ガラス・土石製品,7678.0,0.3512868507146471,-,+4 (強い),-,70.77323363796066,上昇の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
159,THK,6481.T,電気機器,7640.0,0.350850015800912,-,+1 (中立),-,68.60381928035434,下落の勢い加速,中期(10日),上昇トレンド継続中、勢いに乗る
