No.,銘柄,ティッカー,セクター,終値,シグナル確率,判定,テクニカル,ファンダ,RSI,MACD判定,推奨保有,保有理由
18,石油資源開発,1662.T,鉱業,1789.0,0.5031222211134949,BUY,-2 (やや弱い),-,32.07574229127587,下落の勢い加速,短期(1日),シグナル確率が高く短期で上昇期待
19,三井E&S,7003.T,機械,4456.0,0.5023260772009056,BUY,-4 (弱い),-,35.66897258191534,下落の勢い加速,短期(1日),シグナル確率が高く短期で上昇期待
20,デクセリアルズ,4980.T,化学,4038.0,0.4963674981256083,-,+5 (強い),-,67.69820784681269,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
21,浜松ホトニクス,6965.T,精密機器,2863.0,0.49466046678547326,-,+5 (強い),-,66.11162794822103,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
22,住友不動産,8830.T,不動産業,3717.0,0.49242559332360225,-,-2 (やや弱い),-,32.077962673910804,下落の勢い加速,短期(1日),短期的な値動きに注目
23,トライアルホールディングス,141A.T,小売業,2865.0,0.48974248410565546,-,-2 (やや弱い),-,32.33374410925606,下落の勢い加速,短期(1日),短期的な値動きに注目
24,ソフトバンク,9434.T,情報・通信業,215.3,0.48440002173787416,-,-2 (やや弱い),-,41.0216813002169,下落の勢い加速,短期(1日),短期的な値動きに注目
25,メイコー,6787.T,電気機器,38600.0,0.4837172787834782,-,+1 (中立),-,57.222190278917466,下落の勢い加速,短期(1日),短期的な値動きに注目
26,神戸物産,3038.T,小売業,2711.0,0.4824599516373265,-,+1 (中立),-,40.184778331299434,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
27,アシックス,7936.T,その他製品,4843.0,0.4776865841756248,-,+4 (強い),-,60.799239962269915,上昇の勢い加速,短期(1日),短期的な値動きに注目
28,T&Dホールディングス,8795.T,保険業,4194.0,0.47605231761073274,-,+5 (強い),-,60.94864028352615,上昇の勢い加速,短期(1日),短期的な値動きに注目
29,エムスリー,2413.T,情報・通信業,1424.0,0.47588582452636974,-,+4 (強い),-,47.29144321594832,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
30,ニデック,6594.T,電気機器,2792.0,0.47561263777017615,-,+5 (強い),-,59.03320938059265,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
31,野村ホールディングス,8604.T,証券・商品先物取引業,1285.0,0.47142161593521514,-,+3 (やや強い),-,52.41879577148973,上昇の勢い加速,短期(1日),短期的な値動きに注目
32,ローム,6963.T,電気機器,5458.0,0.4688497476642073,-,+3 (やや強い),-,82.07470189888537,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
33,KOKUSAI ELECTRIC,6525.T,電気機器,8211.0,0.4658496105050772,-,+4 (強い),-,65.24982429348333,上昇の勢い加速,短期(1日),短期的な値動きに注目
34,ハーモニック・ドライブ・システムズ,6324.T,機械,7800.0,0.4652476867299991,-,+5 (強い),-,68.01178527909697,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
35,五洋建設,1893.T,建設業,1778.5,0.46260673908836186,-,-4 (弱い),-,48.27269156754138,下落の勢い加速,短期(1日),短期的な値動きに注目
36,SUMCO,3436.T,電気機器,3994.0,0.46096243768438755,-,+5 (強い),-,74.22620649345396,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
37,大成建設,1801.T,建設業,14010.0,0.4584883644641848,-,-4 (弱い),-,40.17335804871548,下落の勢い加速,短期(1日),短期的な値動きに注目
38,宝ホールディングス,2531.T,食料品,2227.0,0.45617061084714716,-,+3 (やや強い),-,79.72382845377197,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
39,オリエンタルランド,4661.T,サービス業,2295.5,0.4556965352134041,-,+4 (強い),-,50.13127082805087,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
40,住友金属鉱山,5713.T,非鉄金属,9093.0,0.4553790386599633,-,-5 (弱い),-,42.47276471728602,下落の勢い加速,短期(1日),短期的な値動きに注目
41,関西電力,9503.T,電力・ガス業,2335.5,0.4549587894579021,-,+1 (中立),-,45.27349187131202,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
42,日東紡績,3110.T,繊維製品,22670.0,0.45349744228093125,-,-2 (やや弱い),-,43.58802981662423,下落の勢い加速,短期(1日),短期的な値動きに注目
43,安川電機,6506.T,電気機器,7208.0,0.45347426665937607,-,+5 (強い),-,65.22551077001589,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
44,ZOZO,3092.T,小売業,990.2,0.4529177533583776,-,-2 (やや弱い),-,36.512347935369164,下落の勢い加速,短期(1日),短期的な値動きに注目
45,いすゞ自動車,7202.T,輸送機器,2348.5,0.45003128611787024,-,+3 (やや強い),-,56.27606508478891,上昇の勢い加速,短期(1日),短期的な値動きに注目
46,長瀬産業,8012.T,卸売業,1125.5,0.44800707854104294,-,-4 (弱い),-,43.88095825563074,下落止まりつつある,短期(1日),短期的な値動きに注目
47,きんでん,1944.T,建設業,7179.0,0.44774445283618064,-,-3 (やや弱い),-,46.982562711092854,下落の勢い加速,短期(1日),短期的な値動きに注目
48,日本マイクロニクス,6871.T,電気機器,14740.0,0.44720608668811923,-,+1 (中立),-,53.643042298420475,下落の勢い加速,短期(1日),短期的な値動きに注目
49,マクニカホールディングス,3132.T,卸売業,3110.0,0.4464769505081952,-,+2 (やや強い),-,59.88085022260922,下落の勢い加速,短期(1日),短期的な値動きに注目
50,大東建託,1878.T,建設業,3172.0,0.4462295478685008,-,-2 (やや弱い),-,21.877458362393398,下落の勢い加速,短期(1日),売られすぎからの反発狙い
51,日本電気硝子,5214.T,ガラス・土石製品,6532.0,0.4458117364428695,-,-2 (やや弱い),-,40.523564216281684,下落の勢い加速,短期(1日),短期的な値動きに注目
52,東映アニメーション,4816.T,情報・通信業,2366.0,0.445062662293955,-,-5 (弱い),-,35.380391678261404,下落の勢い加速,短期(1日),短期的な値動きに注目
53,野村不動産ホールディングス,3231.T,不動産業,909.6,0.44428545728747626,-,-3 (やや弱い),-,34.84028506936099,下落の勢い加速,短期(1日),短期的な値動きに注目
54,ネクソン,3659.T,情報・通信業,2240.0,0.4431779339106997,-,-2 (やや弱い),-,33.988057840347096,下落の勢い加速,短期(1日),短期的な値動きに注目
55,コスモエネルギーホールディングス,5021.T,石油・石炭製品,3739.0,0.4428415681174753,-,+1 (中立),-,37.35976799118008,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
56,扶桑化学工業,4368.T,化学,4275.0,0.44157242865422036,-,+6 (強い),-,61.79111157356771,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
57,スカパーJSATホールディングス,9412.T,情報・通信業,4470.0,0.4411044530479439,-,+5 (強い),-,69.05238992436796,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
58,TOPPANホールディングス,7911.T,その他製品,4562.0,0.4410671604561513,-,-4 (弱い),-,45.598942438454195,下落の勢い加速,短期(1日),短期的な値動きに注目
59,ヤマハ発動機,7272.T,輸送機器,1311.0,0.4396061135409014,-,+4 (強い),-,65.37508264083147,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
60,ダイフク,6383.T,電気機器,7311.0,0.43892276126716395,-,+1 (中立),-,59.9724557158797,下落の勢い加速,短期(1日),短期的な値動きに注目
61,芝浦メカトロニクス,6590.T,電気機器,5180.0,0.4383124354605955,-,+4 (強い),-,53.45581570140726,上昇の勢い加速,短期(1日),短期的な値動きに注目
62,日本オラクル,4716.T,情報・通信業,8617.0,0.43799468384402396,-,+0 (中立),-,44.75544303436055,下落の勢い加速,短期(1日),短期的な値動きに注目
63,オリンパス,7733.T,精密機器,1785.5,0.4378128775100093,-,+2 (やや強い),-,55.857069031094134,下落の勢い加速,短期(1日),短期的な値動きに注目
64,富士通,6702.T,電気機器,3368.0,0.4377967349475354,-,+4 (強い),-,48.60018957470912,上昇の勢い加速,短期(1日),短期的な値動きに注目
65,島津製作所,7701.T,精密機器,3775.0,0.4374610885493542,-,+4 (強い),-,53.42864243221021,上昇の勢い加速,短期(1日),短期的な値動きに注目
66,ツルハホールディングス,3391.T,小売業,1971.5,0.43652354183084563,-,-3 (やや弱い),-,41.607248891248595,下落の勢い加速,短期(1日),短期的な値動きに注目
67,カドカワ,9468.T,情報・通信業,3190.0,0.43574181950179597,-,-4 (弱い),-,36.83774502674277,下落の勢い加速,短期(1日),短期的な値動きに注目
68,サッポロホールディングス,2501.T,食料品,1593.0,0.4342156685183453,-,-4 (弱い),-,38.87455419449413,下落の勢い加速,短期(1日),短期的な値動きに注目
69,ウシオ電機,6925.T,電気機器,4156.0,0.43324663467228086,-,+5 (強い),-,65.42653459550209,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
70,アマダ,6113.T,電気機器,3014.0,0.43109085006617387,-,+5 (強い),-,68.67710957745942,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
71,パン・パシフィック・インターナショナルホールディングス,7532.T,小売業,878.2,0.43105698642782925,-,+0 (中立),-,48.35732176920016,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
72,アルプスアルパイン,6770.T,電気機器,2171.0,0.4291682176796334,-,+2 (やや強い),-,47.615038042883825,上昇の勢い加速,短期(1日),短期的な値動きに注目
73,日本精工,6471.T,機械,1249.0,0.427441167595064,-,-1 (中立),-,53.71149812049995,上昇の勢い鈍化,短期(1日),短期的な値動きに注目
74,東洋製罐グループホールディングス,5901.T,その他製品,3890.0,0.4271195572968176,-,+6 (強い),-,56.698465452558544,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
75,三井金属鉱業,5706.T,非鉄金属,51630.0,0.42596049319074214,-,+3 (やや強い),-,60.00546664747291,下落の勢い加速,短期(1日),短期的な値動きに注目
76,THK,6481.T,電気機器,7640.0,0.4231954695070208,-,+1 (中立),-,68.60381928035434,下落の勢い加速,短期(1日),短期的な値動きに注目
77,三井海洋開発,6269.T,機械,10040.0,0.4220225857152959,-,-2 (やや弱い),-,27.435891859868505,下落の勢い加速,短期(1日),売られすぎからの反発狙い
78,SCREENホールディングス,7735.T,電気機器,11120.0,0.4214511996981925,-,+1 (中立),-,53.724294890639804,下落の勢い加速,短期(1日),短期的な値動きに注目
79,堀場製作所,6856.T,電気機器,26265.0,0.4203623525952993,-,+5 (強い),-,71.90240793244557,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
80,京都フィナンシャルグループ,5844.T,銀行業,4419.0,0.4189112484333075,-,+1 (中立),-,50.72163807844906,下落の勢い加速,短期(1日),短期的な値動きに注目
81,クボタ,6326.T,機械,2842.0,0.4180717794814917,-,+3 (やや強い),-,57.885355595637655,上昇の勢い鈍化,短期(1日),短期的な値動きに注目
82,セイコーエプソン,6724.T,電気機器,2927.5,0.4180421975320122,-,+3 (やや強い),-,78.2639853200192,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
83,富士電機,6504.T,電気機器,15440.0,0.4149020169432387,-,+2 (やや強い),-,56.77931375634001,下落の勢い加速,短期(1日),短期的な値動きに注目
84,サンリオ,8136.T,小売業,856.2,0.413499453400247,-,-1 (中立),-,42.150136405564446,上昇の勢い加速,短期(1日),短期的な値動きに注目
85,NHKスプリング,5991.T,金属製品,3589.0,0.41272079902832626,-,+5 (強い),-,67.30085890015839,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
86,大日本印刷,7912.T,その他製品,2770.5,0.4115143079660399,-,-3 (やや弱い),-,43.364621582855804,下落の勢い加速,短期(1日),短期的な値動きに注目
87,コクヨ,7984.T,その他製品,821.1,0.4114084408586853,-,+3 (やや強い),-,50.36985161338162,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
88,東映,9605.T,情報・通信業,5900.0,0.4103676848748799,-,-4 (弱い),-,53.82286671910334,下落の勢い加速,短期(1日),短期的な値動きに注目
89,フェローテックホールディングス,6890.T,電気機器,8690.0,0.41023057785505057,-,-2 (やや弱い),-,54.387950273573324,下落の勢い加速,短期(1日),短期的な値動きに注目
90,ALSOK,2331.T,サービス業,1126.0,0.4099936233446976,-,+4 (強い),-,39.74447450095069,上昇の勢い加速,短期(1日),短期的な値動きに注目
91,川崎重工業,7012.T,機械,3137.0,0.4090564339439357,-,+2 (やや強い),-,50.267882769436994,上昇の勢い加速,短期(1日),短期的な値動きに注目
92,住友林業,1911.T,木材・木製品,1305.5,0.4066257480095136,-,+0 (中立),-,42.159106454035545,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
93,日揮ホールディングス,1963.T,建設業,2728.5,0.40650561318216377,-,+5 (強い),-,57.989074277079446,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
94,UACJ,5741.T,非鉄金属,3320.0,0.4062965889244181,-,+5 (強い),-,61.1027982483093,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
95,三菱地所,8802.T,不動産業,4056.0,0.404369285090626,-,-3 (やや弱い),-,39.3209295180037,下落の勢い加速,短期(1日),短期的な値動きに注目
96,みずほフィナンシャルグループ,8411.T,銀行業,7195.0,0.4033719624180411,-,+5 (強い),-,55.729115125392326,上昇の勢い加速,短期(1日),短期的な値動きに注目
97,日清紡ホールディングス,3105.T,繊維製品,2409.0,0.4028875909869284,-,+1 (中立),-,65.4569220287099,下落の勢い加速,短期(1日),短期的な値動きに注目
98,三和ホールディングス,5929.T,金属製品,3645.0,0.4023187476075985,-,-2 (やや弱い),-,57.82136701011303,上昇の勢い加速,短期(1日),短期的な値動きに注目
99,東京電力ホールディングス,9501.T,電力・ガス業,564.7,0.4017535152599813,-,-4 (弱い),-,43.12650433580228,下落の勢い加速,短期(1日),短期的な値動きに注目
100,DMG森精機,6141.T,機械,3445.0,0.4015864546147756,-,+1 (中立),-,59.375229012023496,下落の勢い加速,短期(1日),短期的な値動きに注目
101,楽天銀行,5838.T,銀行業,4653.0,0.4012151552148089,-,-3 (やや弱い),-,29.842030342209966,下落の勢い加速,短期(1日),売られすぎからの反発狙い
102,三井不動産,8801.T,不動産業,1530.5,0.4008764754624056,-,-1 (中立),-,40.335774990363085,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
103,ヤマトホールディングス,9064.T,陸運業,1818.0,0.400393076177737,-,+2 (やや強い),-,55.88654266018022,上昇の勢い加速,短期(1日),短期的な値動きに注目
104,日立建機,6305.T,機械,5199.0,0.40023660014969314,-,-1 (中立),-,45.72334816249456,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
105,コナミグループ,9766.T,情報・通信業,18930.0,0.39765658160969813,-,-5 (弱い),-,44.77513600422202,下落の勢い加速,短期(1日),短期的な値動きに注目
106,鹿島建設,1812.T,建設業,5907.0,0.3972384048920715,-,-6 (弱い),-,49.15984407008314,下落の勢い加速,短期(1日),短期的な値動きに注目
107,トクヤマ,4043.T,化学,5107.0,0.39707700484815334,-,+4 (強い),-,67.4907645321088,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
108,スズケン,9987.T,卸売業,5285.0,0.39659973990428277,-,+1 (中立),-,40.64802370642659,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
109,日本製鉄,5401.T,鉄鋼,566.6,0.3964534612027972,-,+3 (やや強い),-,49.71475517789975,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
110,テクセンド,429A.T,情報・通信業,4595.0,0.39629980661337627,-,+1 (中立),-,58.2537136322277,下落の勢い加速,短期(1日),短期的な値動きに注目
111,INPEX,1605.T,鉱業,3604.0,0.3961961125497017,-,-3 (やや弱い),-,33.56422047704572,下落の勢い加速,短期(1日),短期的な値動きに注目
112,スズキ,7269.T,輸送機器,1973.5,0.3953629972255854,-,+4 (強い),-,61.93936597975691,上昇の勢い加速,短期(1日),短期的な値動きに注目
113,日本航空,9201.T,空運業,2739.5,0.39450734877221566,-,+4 (強い),-,63.54824568042842,上昇の勢い加速,短期(1日),短期的な値動きに注目
114,十六フィナンシャルグループ,7380.T,銀行業,2116.0,0.3936756183164188,-,+1 (中立),-,54.616628743373326,下落の勢い加速,短期(1日),短期的な値動きに注目
115,ミネベアミツミ,6479.T,電気機器,4562.0,0.3935898682184514,-,+3 (やや強い),-,79.00379569913598,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
116,西日本旅客鉄道,9021.T,陸運業,2628.5,0.39338949112729227,-,-1 (中立),-,25.262205733644976,下落止まりつつある,短期(1日),売られすぎからの反発狙い
117,アルフレッサ ホールディングス,2784.T,卸売業,2235.0,0.392313421514901,-,-3 (やや弱い),-,42.5023601857104,下落の勢い加速,短期(1日),短期的な値動きに注目
118,東京応化工業,4186.T,化学,11010.0,0.39104881108025547,-,+2 (やや強い),-,58.58371325163898,下落の勢い加速,短期(1日),短期的な値動きに注目
119,ユニオンツール,6278.T,機械,22020.0,0.3908520050445315,-,+5 (強い),-,64.03839933211043,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
120,住友化学,4005.T,化学,610.2,0.3901183402149083,-,+5 (強い),-,64.06385397470022,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
121,TDK,6762.T,電気機器,4108.0,0.38946413592061047,-,+3 (やや強い),-,82.9480588279996,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
122,積水化学工業,4204.T,化学,2291.0,0.38932934939563024,-,+3 (やや強い),-,34.289594076649934,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
123,オムロン,6645.T,電気機器,5744.0,0.38890432657625745,-,-3 (やや弱い),-,57.71047929727224,下落の勢い加速,短期(1日),短期的な値動きに注目
124,リクルートホールディングス,6098.T,サービス業,10570.0,0.3881463124243436,-,+4 (強い),-,80.73233168633595,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
125,TIS,3626.T,情報・通信業,3381.0,0.3878351863340486,-,-2 (やや弱い),-,44.937077881800846,下落の勢い加速,短期(1日),短期的な値動きに注目
126,デンカ,4061.T,化学,4477.0,0.3877536128024471,-,+1 (中立),-,68.69966300378499,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
127,あいちフィナンシャルグループ,7389.T,銀行業,1357.0,0.38763910727472733,-,-2 (やや弱い),-,37.806838353650484,下落の勢い加速,短期(1日),短期的な値動きに注目
128,ジーエス・ユアサ コーポレーション,6674.T,電気機器,6560.0,0.38548449288238473,-,+1 (中立),-,58.54729460804785,下落の勢い加速,短期(1日),短期的な値動きに注目
129,荏原製作所,6361.T,機械,5683.0,0.38426766234084275,-,+1 (中立),-,57.19780613128891,下落の勢い加速,短期(1日),短期的な値動きに注目
130,フクダ電子,6960.T,電気機器,11670.0,0.3838657654105629,-,+6 (強い),-,63.673263505228036,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
131,ルネサスエレクトロニクス,6723.T,電気機器,4500.0,0.38375697811972503,-,+5 (強い),-,68.79519028741956,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
132,アドバンテスト,6857.T,電気機器,26170.0,0.38361699511977365,-,-3 (やや弱い),-,46.70293886879712,下落の勢い加速,短期(1日),短期的な値動きに注目
133,清水建設,1803.T,建設業,2681.5,0.38316224160119183,-,-5 (弱い),-,44.47756733893318,下落の勢い加速,短期(1日),短期的な値動きに注目
134,東京海上ホールディングス,8766.T,保険業,7111.0,0.3828621269574466,-,-2 (やや弱い),-,44.09261079518439,下落の勢い加速,短期(1日),短期的な値動きに注目
135,コーセー,4922.T,化学,5606.0,0.3810953692082184,-,-1 (中立),-,54.342202540962965,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
136,東京建物,8804.T,不動産業,3269.0,0.38038040352456604,-,+0 (中立),-,44.187152205493604,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
137,ダイダン,1980.T,建設業,2650.0,0.3794822077834717,-,-1 (中立),-,48.39461288074021,上昇の勢い加速,短期(1日),短期的な値動きに注目
138,ソシオネクスト,6526.T,電気機器,2635.0,0.377863902593512,-,+6 (強い),-,60.879811275019954,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
139,東海旅客鉄道,9022.T,陸運業,3479.0,0.3775660276841846,-,+2 (やや強い),-,29.73443986321432,上昇の勢い加速,短期(1日),売られすぎからの反発狙い
140,九電工,1959.T,建設業,9323.0,0.3773988574048949,-,-2 (やや弱い),-,50.84702700660695,上昇の勢い加速,短期(1日),短期的な値動きに注目
141,日本碍子,5333.T,ガラス・土石製品,6316.0,0.3768507455206632,-,+5 (強い),-,73.71809062292455,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
142,Jフロント リテイリング,3086.T,小売業,2168.0,0.3768387147677383,-,-4 (弱い),-,37.081470432512546,下落の勢い加速,短期(1日),短期的な値動きに注目
143,第一三共,4568.T,医薬品,2700.5,0.3764798401760683,-,+4 (強い),-,50.45422219815623,上昇の勢い加速,短期(1日),短期的な値動きに注目
144,レゾナック・ホールディングス,4004.T,化学,18720.0,0.3762612632855751,-,+7 (非常に強い),-,64.96743651791743,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
145,セイコーグループ,8050.T,精密機器,7070.0,0.37620238049011717,-,+4 (強い),-,67.23499196929868,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
146,OSG,6136.T,機械,3425.0,0.37612650687527693,-,+2 (やや強い),-,60.43829641144973,下落の勢い加速,短期(1日),短期的な値動きに注目
147,横浜ゴム,5101.T,ゴム製品,7179.0,0.37478807856891483,-,+4 (強い),-,63.264199976081755,上昇の勢い加速,短期(1日),短期的な値動きに注目
148,オリックス,8591.T,その他金融業,6237.0,0.37408036243914783,-,+6 (強い),-,68.43516388208914,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
149,オープンハウスグループ,3288.T,不動産業,8646.0,0.37389664986152954,-,+1 (中立),-,39.38762282757316,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
150,日本郵船,9101.T,海運業,5313.0,0.37350396057186175,-,-4 (弱い),-,38.24019121640879,下落の勢い加速,短期(1日),短期的な値動きに注目
151,セブン&アイ・ホールディングス,3382.T,小売業,1859.5,0.3731408053633276,-,+1 (中立),-,41.34756627657205,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
152,花王,4452.T,化学,6115.0,0.37218827515398417,-,+3 (やや強い),-,57.79133565649704,上昇の勢い加速,短期(1日),短期的な値動きに注目
153,上組,9364.T,倉庫・運輸関連業,4742.0,0.37203158548419607,-,-2 (やや弱い),-,27.145819639577567,下落の勢い加速,短期(1日),売られすぎからの反発狙い
154,阪急阪神ホールディングス,9042.T,陸運業,4683.0,0.37036526971723893,-,-2 (やや弱い),-,52.710612641271766,下落の勢い加速,短期(1日),短期的な値動きに注目
155,塩野義製薬,4507.T,医薬品,3000.0,0.36998742724272093,-,+2 (やや強い),-,40.140004117190145,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
156,アイシン,7259.T,輸送機器,2413.5,0.36987394738522456,-,+4 (強い),-,55.214726864597786,上昇の勢い加速,短期(1日),短期的な値動きに注目
157,SWCC,5805.T,非鉄金属,14840.0,0.36940165817341875,-,-3 (やや弱い),-,50.19177478938461,下落の勢い加速,短期(1日),短期的な値動きに注目
158,IHI,7013.T,機械,2766.5,0.368517785071744,-,+4 (強い),-,43.67713406884072,上昇の勢い加速,短期(1日),短期的な値動きに注目
159,ダイヘン,6622.T,電気機器,15850.0,0.36809032656230656,-,+2 (やや強い),-,50.38750461286002,下落の勢い加速,短期(1日),短期的な値動きに注目
160,エーザイ,4523.T,医薬品,3984.0,0.36683012097523765,-,-2 (やや弱い),-,27.775782964511833,下落の勢い加速,短期(1日),売られすぎからの反発狙い
161,PALTAC,8283.T,卸売業,6630.0,0.3667665068998851,-,+4 (強い),-,89.29040458076892,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
162,かんぽ生命保険,7181.T,保険業,1429.5,0.366601101721968,-,-3 (やや弱い),-,38.677354111517346,下落の勢い加速,短期(1日),短期的な値動きに注目
163,王子ホールディングス,3861.T,パルプ・紙,782.2,0.36624628059197245,-,-3 (やや弱い),-,36.68278374895247,下落の勢い加速,短期(1日),短期的な値動きに注目
164,東急,9005.T,陸運業,1597.0,0.3661001288568863,-,+3 (やや強い),-,31.26462297584385,上昇の勢い加速,短期(1日),モメンタム良好、短期で利確狙い
165,高砂熱学工業,1969.T,建設業,4729.0,0.3658720741341253,-,+3 (やや強い),-,58.34754130170936,上昇の勢い加速,短期(1日),短期的な値動きに注目
166,豊田通商,8015.T,卸売業,6930.0,0.36584168183588733,-,-3 (やや弱い),-,53.60248344044914,下落の勢い加速,短期(1日),短期的な値動きに注目
